Time (s)	Real (E)	Complex (E)
-1.1846347293505971e-11	-2.8844143071165855e-13	2.457641027843326e-13
-1.1829351099389983e-11	-2.312697947021334e-13	-1.29868123894009e-13
-1.1812354905273995e-11	-7.694843267614207e-14	-8.667205524887538e-14
-1.1795358711158007e-11	1.0736958168275758e-13	1.8878043966318237e-13
-1.177836251704202e-11	-3.39842536710472e-13	1.3509698016481704e-13
-1.1761366322926032e-11	-8.771900214151178e-13	-2.533672619471095e-13
-1.1744370128810044e-11	7.077709823627449e-14	2.353264052016053e-14
-1.1727373934694056e-11	2.3300361015274474e-13	5.644403777850602e-14
-1.1710377740578068e-11	-7.095396591864378e-13	3.3752003024719353e-13
-1.169338154646208e-11	-3.6808775113997975e-13	1.9364670014534572e-13
-1.1676385352346092e-11	-2.928823419437606e-13	-2.0320877287024088e-13
-1.1659389158230104e-11	-1.84391189046075e-13	-1.1014185372703774e-13
-1.1642392964114116e-11	6.748731876416343e-14	2.400910396355843e-13
-1.1625396769998128e-11	-3.9797005348860727e-13	1.2523742286937437e-13
-1.160840057588214e-11	-8.921973936106538e-13	-3.243025225083847e-13
-1.1591404381766153e-11	1.6790691589584543e-13	6.924055596154297e-14
-1.1574408187650165e-11	2.4292803949086847e-13	5.957313441833017e-14
-1.1557411993534177e-11	-6.84926714382562e-13	3.285946882145225e-13
-1.1540415799418189e-11	-4.611213311042595e-13	1.1760966968356685e-13
-1.1523419605302201e-11	-3.489563280320327e-13	-2.683474498882352e-13
-1.1506423411186213e-11	-2.773153855884136e-13	-1.3060511810449337e-13
-1.1489427217070225e-11	3.6632391533353114e-14	2.893270964069346e-13
-1.1472431022954237e-11	-4.724351831595998e-13	9.548293700963317e-14
-1.145543482883825e-11	-9.131381073030946e-13	-3.514737615156942e-13
-1.1438438634722262e-11	2.82785214986576e-13	1.2287562268729447e-13
-1.1421442440606274e-11	2.5657590768837375e-13	6.620251026037897e-14
-1.1404446246490286e-11	-7.05701576286825e-13	2.9035122565336436e-13
-1.1387450052374298e-11	-5.404809015066435e-13	3.2489159541418554e-14
-1.137045385825831e-11	-3.955747959765052e-13	-3.1409893916693275e-13
-1.1353457664142322e-11	-3.419294921967996e-13	-1.5289827397637876e-13
-1.1336461470026334e-11	2.294724423003998e-14	3.4032745581685086e-13
-1.1319465275910346e-11	-5.765972906429297e-13	4.1302942248704334e-14
-1.1302469081794358e-11	-9.219010831968533e-13	-3.3646517739478983e-13
-1.128547288767837e-11	4.210904910686222e-13	1.7627142979202468e-13
-1.1268476693562383e-11	2.4586145160053895e-13	7.097818460536511e-14
-1.1251480499446395e-11	-7.67383130251657e-13	2.2981629531887017e-13
-1.1234484305330407e-11	-5.822502282389944e-13	-4.1332750777696216e-14
-1.1217488111214419e-11	-4.321327093852712e-13	-3.3644107421493203e-13
-1.1200491917098431e-11	-3.6532816320604653e-13	-1.812237908528098e-13
-1.1183495722982443e-11	2.663705551277994e-14	3.899370040695694e-13
-1.1166499528866455e-11	-7.122416667999989e-13	-3.5314383722959676e-14
-1.1149503334750467e-11	-8.918966728302486e-13	-2.8262546536460253e-13
-1.113250714063448e-11	5.72507349780385e-13	2.208626675404161e-13
-1.1115510946518492e-11	1.9042969436188937e-13	6.697869358538829e-14
-1.1098514752402504e-11	-8.470038390122165e-13	1.6117257199772682e-13
-1.1081518558286516e-11	-5.740655874211797e-13	-8.535185767130257e-14
-1.1064522364170528e-11	-4.600462844490316e-13	-3.3866797589666283e-13
-1.104752617005454e-11	-3.396143874120284e-13	-2.1831365606066452e-13
-1.1030529975938552e-11	3.960645719076173e-14	4.2816229518830954e-13
-1.1013533781822564e-11	-8.639530367363571e-13	-1.2167706918626077e-13
-1.0996537587706576e-11	-8.020201862987384e-13	-1.9463524085913472e-13
