Time (s)	Real (E)	Complex (E)
-2.476345482165677e-11	8.844821347709914e-14	1.3575143119278322e-13
-2.474645862754078e-11	-4.3087820729714325e-15	1.7987250862158321e-13
-2.4729462433424793e-11	-3.7149520551663604e-14	2.2722206844885405e-13
-2.4712466239308805e-11	-4.130346582246205e-14	1.6836342518108304e-13
-2.4695470045192817e-11	-9.272174109714522e-14	-4.696161934222342e-14
-2.467847385107683e-11	-1.4632532251983986e-13	-2.8763616248094756e-13
-2.466147765696084e-11	-1.0405749842561509e-13	-3.744868033662737e-13
-2.4644481462844854e-11	1.8737797495461323e-14	-2.5548977307843235e-13
-2.4627485268728866e-11	9.959812035317796e-14	-3.545251049125313e-14
-2.4610489074612878e-11	1.1269296218128604e-13	1.2786347279799907e-13
-2.459349288049689e-11	1.1926005802060537e-13	1.5048901522275244e-13
-2.4576496686380902e-11	1.3226031390462885e-13	9.402120648901775e-14
-2.4559500492264914e-11	1.3410843364242403e-13	7.731335830291682e-14
-2.4542504298148926e-11	8.395950809102156e-14	1.0156098487044697e-13
-2.4525508104032938e-11	6.907860521036892e-15	1.4423463450516102e-13
-2.450851190991695e-11	-1.3003065278160306e-14	2.0502841715602234e-13
-2.4491515715800963e-11	-6.4128763939958456e-15	1.9095295456544459e-13
-2.4474519521684975e-11	-5.0933790023500093e-14	1.7414263000720834e-14
-2.4457523327568987e-11	-1.1171845234963674e-13	-2.2119055108132022e-13
-2.4440527133453e-11	-9.563054407952696e-14	-3.342803671522492e-13
-2.442353093933701e-11	-4.906301221604544e-15	-2.2757878693117265e-13
-2.4406534745221023e-11	5.998093130588984e-14	2.577063634145958e-15
-2.4389538551105035e-11	7.88309652529654e-14	1.644620646962814e-13
-2.4372542356989047e-11	9.648350940001529e-14	1.5778657608365648e-13
-2.435554616287306e-11	1.1010665684698259e-13	7.02542741595648e-14
-2.433854996875707e-11	1.1245727999197885e-13	4.5615158663860896e-14
-2.4321553774641084e-11	8.299168368342825e-14	7.080910854141935e-14
-2.4304557580525096e-11	3.4211475961269005e-14	1.0489731221469211e-13
-2.4287561386409108e-11	2.0115916869033417e-14	1.6837137528459893e-13
-2.427056519229312e-11	1.1096831799770496e-14	1.9225994149335905e-13
-2.4253568998177132e-11	-4.6041444618925137e-14	7.361785560590905e-14
-2.4236572804061144e-11	-1.1002177047796531e-13	-1.3667134051205426e-13
-2.4219576609945156e-11	-1.0235057934927025e-13	-2.682957950970486e-13
-2.420258041582917e-11	-2.820678356002797e-14	-1.9415661388953443e-13
-2.418558422171318e-11	2.5894187398342926e-14	2.599376683912291e-14
-2.4168588027597193e-11	4.4017110050426054e-14	1.883502092675682e-13
-2.4151591833481205e-11	6.264153098579294e-14	1.673336722098017e-13
-2.4134595639365217e-11	7.577696986450862e-14	5.6467079126196534e-14
-2.411759944524923e-11	8.738467931462898e-14	2.050642462534857e-14
-2.410060325113324e-11	8.899309310015127e-14	4.37848862287332e-14
-2.4083607057017253e-11	7.461829083785493e-14	7.022768927143308e-14
-2.4066610862901265e-11	6.154651973130401e-14	1.308469098305408e-13
-2.4049614668785277e-11	2.0195766822304525e-14	1.8064216594208597e-13
-2.403261847466929e-11	-6.498875731907509e-14	1.1883076570208976e-13
-2.40156222805533e-11	-1.3253947511896114e-13	-3.899388432254663e-14
-2.3998626086437314e-11	-1.2186893728454596e-13	-1.7097586909518004e-13
-2.3981629892321326e-11	-5.144000499130222e-14	-1.4344835824772667e-13
-2.3964633698205338e-11	-1.5099725985053974e-15	3.8727830139430435e-14
-2.394763750408935e-11	1.14381270006515e-14	1.9199194797429485e-13
-2.3930641309973362e-11	2.2545411381356265e-14	1.68981444372277e-13
-2.3913645115857374e-11	3.4484274911836226e-14	4.657332979770156e-14
